Judul,Date,Link
[HOAX] “Kota Myanmar menjadi kota terkutuk akibat perbuatannya…”,"September 11, 2017",https://turnbackhoax.id/2017/09/11/hoax-kota-myanmar-menjadi-kota-terkutuk-akibat-perbuatannya/
[MISINFORMASI] LAPORAN KEMENTERIAN BUMN 29 AGUSTUS 2017,"September 10, 2017",https://turnbackhoax.id/2017/09/10/misinformasi-laporan-kementerian-bumn-29-agustus-2017/
[HOAX] “Banser NU Jatim Siap Jadi Relawan ke Myanmar”,"September 10, 2017",https://turnbackhoax.id/2017/09/10/hoax-banser-nu-jatim-siap-jadi-relawan-ke-myanmar/
[HOAX]  “Tidak Terima Dipecat Yansen Binti Ungkap Pembakaran Sekolah Perintah Prabowo “,"September 9, 2017",https://turnbackhoax.id/2017/09/09/hoax-tidak-terima-dipecat-yansen-binti-ungkap-pembakaran-sekolah-perintah-prabowo/
[HOAX] #PleaseSaveBurma oleh @1st_Allah,"September 9, 2017",https://turnbackhoax.id/2017/09/09/hoax-pleasesaveburma-oleh-1st_allah/
"[DISINFORMASI] Mesranya Biksu Myanmar dan Syiah, Usai Bantai Muslim Rohingya","September 8, 2017",https://turnbackhoax.id/2017/09/08/disinformasi-mesranya-biksu-myanmar-dan-syiah-usai-bantai-muslim-rohingya/
(HOAX) Balita Rohingya Menyusu Pada Jasad Ibunya,"September 8, 2017",https://turnbackhoax.id/2017/09/08/hoax-balita-rohingya-menyusu-pada-jasad-ibunya/
[KLARIFIKASI] Hoax “Panglima TNI Akan Mengirim Pasukannya Secara Independen”,"September 8, 2017",https://turnbackhoax.id/2017/09/08/klarifikasi-hoax-panglima-tni-akan-mengirim-pasukannya-secara-independen/
[DISINFORMASI] Lindungilah Saudara Muslim Kami di Rohingya dan Muslim Seluruh Dunia,"September 7, 2017",https://turnbackhoax.id/2017/09/07/disinformasi-lindungilah-saudara-muslim-kami-di-rohingya-dan-muslim-seluruh-dunia/
"(HOAX) Indonesia Stop Bahas Soal Muslim Rohingnya, “Urus Saja Negeri Kalian” Kata Suu Kyi","September 7, 2017",https://turnbackhoax.id/2017/09/07/hoax-indonesia-stop-bahas-soal-muslim-rohingnya-urus-saja-negeri-kalian-kata-suu-kyi/
[HOAX] Biksu Myanmar Terkena Azab Penyakit Misteri,"September 7, 2017",https://turnbackhoax.id/2017/09/07/hoax-biksu-myanmar-terkena-azab-penyakit-misteri/
(DISINFORMASI+FITNAH) Foto Munas Partai Hanura ada Ahok,"September 6, 2017",https://turnbackhoax.id/2017/09/06/disinformasifitnah-foto-munas-partai-hanura-ada-ahok/
(HOAX) Pemerintah Memantau Jalur Komunikasi dan Media Sosial Masyarakat,"September 6, 2017",https://turnbackhoax.id/2017/09/06/hoax-pemerintah-memantau-jalur-komunikasi-dan-media-sosial-masyarakat/
"(DISINFORMASI) Video: Bantuan Turki Kepada Rohingya Sudah Datang, Erdogan Bukan Aktor Pencitraan","September 6, 2017",https://turnbackhoax.id/2017/09/06/disinformasi-video-bantuan-turki-kepada-rohingya-sudah-datang-erdogan-bukan-aktor-pencitraan/
(EDUKASI) Propaganda: Senjata Paling Ampuh dalam Perang,"September 6, 2017",https://turnbackhoax.id/2017/09/06/edukasi-propaganda-senjata-paling-ampuh-dalam-perang/
[HOAX] Indonesia Kirim 10.000 Tentara Ke Myanmar,"September 5, 2017",https://turnbackhoax.id/2017/09/05/hoax-indonesia-kirim-10-000-tentara-ke-myanmar/
[INFORMASI] Salah Satu Akibat atau Efek Menyebarkan Informasi Yang Belum Jelas Kebenarannya,"September 5, 2017",https://turnbackhoax.id/2017/09/05/informasi-salah-satu-akibat-atau-efek-menyebarkan-informasi-yang-belum-jelas-kebenarannya/
[DISINFORMASI] Bawa Langsung Lansia ke Rumah Lansia Atmabrata,"September 4, 2017",https://turnbackhoax.id/2017/09/04/disinformasi-bawa-langsung-lansia-ke-rumah-lansia-atmabrata/
[KLARIFIKASI] Menteri Komunikasi dan Informatika Tifatul Sembiring Sebar Hoax,"September 4, 2017",https://turnbackhoax.id/2017/09/04/klarifikasi-menteri-komunikasi-dan-informatika-sebar-hoax/
[DISINFORMASI] Umat Budha di Indonesia Disebut Hanya Diam Melihat Kekerasan Yang Menimpa Suku Rohingya di Myanmar,"Agustus 31, 2017",https://turnbackhoax.id/2017/08/31/disinformasi-umat-budha-di-indonesia-disebut-hanya-diam-melihat-kekerasan-yang-menimpa-suku-rohingya-di-myanmar/
[INFORMASI] Menyikapi Penangkapan Pelaku Terduga Sindikat Berita Hoax,"Agustus 29, 2017",https://turnbackhoax.id/2017/08/29/informasi-menyikapi-penangkapan-pelaku-terduga-sindikat-berita-hoax/
[INFORMASI] Hoax Politik dan (Minimnya) Keteladanan Elit,"Agustus 29, 2017",https://turnbackhoax.id/2017/08/29/informasi-hoax-politik-dan-minimnya-keteladanan-elit/
[KLARIFIKASI] Lowongan Kerja PT Pupuk Sriwidjaja,"Agustus 29, 2017",https://turnbackhoax.id/2017/08/29/klarifikasi-lowongan-kerja-pt-pupuk-sriwidjaja/
(EDUKASI): Penjelasan BPOM Terkait Hoax Serta Isu Mengenai Makanan,"Agustus 27, 2017",https://turnbackhoax.id/2017/08/27/edukasi-penjelasan-bpom-terkait-hoax-serta-isu-mengenai-makanan/
(EDUKASI): Hoax Marak Karena Rendahnya Literasi di Media Sosial,"Agustus 26, 2017",https://turnbackhoax.id/2017/08/26/edukasi-hoax-marak-karena-rendahnya-literasi-di-media-sosial/
(HOAX): Bunga Megapuspa yang mekar di Puncak Jayawijaya Papua,"Agustus 25, 2017",https://turnbackhoax.id/2017/08/25/hoax-bunga-megapuspa-yang-mekar-di-puncak-jayawijaya-papua/
(HOAX): Tim Malaysia Berfoto Dengan Bendera Terbalik,"Agustus 24, 2017",https://turnbackhoax.id/2017/08/24/hoax-tim-malaysia-berfoto-dengan-bendera-terbalik/
(EDUKASI): Arti Saracen yang Dipakai Sindikat Penyebar Kebencian,"Agustus 24, 2017",https://turnbackhoax.id/2017/08/24/edukasi-arti-saracen-yang-dipakai-sindikat-penyebar-kebencian/
(KLARIFIKASI): Beredar Nama-Nama Pengurus Saracen di Media Sosial,"Agustus 24, 2017",https://turnbackhoax.id/2017/08/24/klarifikasi-beredar-nama-nama-pengurus-saracen-di-media-sosial/
(DISINFORMASI): Nama Meikarta diambil Dari Tragedi Mei Jakarta 98,"Agustus 23, 2017",https://turnbackhoax.id/2017/08/23/disinformasi-nama-meikarta-diambil-dari-tragedi-mei-jakarta-98/
(HOAX): Bahaya Sinar Kosmik yang Melewati Bumi Malam Hari,"Agustus 22, 2017",https://turnbackhoax.id/2017/08/22/hoax-bahaya-sinar-kosmik-yang-melewati-bumi-malam-hari/
[Misinformasi] Pengoperasionalan Kereta Bandara,"Agustus 22, 2017",https://turnbackhoax.id/2017/08/22/misinformasi-pengoperasionalan-kereta-bandara/
[DISINFORMASI] Meragukan Ahok di Dalam Penjara,"Agustus 21, 2017",https://turnbackhoax.id/2017/08/21/disinformasi-meragukan-ahok-di-dalam-penjara/
[EDUKASI] Indonesia di Tengah Pusaran Arus Informasi,"Agustus 20, 2017",https://turnbackhoax.id/2017/08/20/edukasi-indonesia-di-tengah-pusaran-arus-informasi/
[DISINFORMASI] Aksi Demo Membela Sahabat Driver yang Terancam 4 Tahun Penjara,"Agustus 19, 2017",https://turnbackhoax.id/2017/08/19/disinformasi-aksi-demo-membela-sahabat-driver-yang-terancam-4-tahun-penjara/
[DISINFORMASI] Yenny Wahid : PBNU Gagal Paham terhadap Kebijakan Pemerintah Lima Hari Sekolah,"Agustus 17, 2017",https://turnbackhoax.id/2017/08/17/disinformasi-yenny-wahid-pbnu-gagal-paham-terhadap-kebijakan-pemerintah-lima-hari-sekolah/
[KLARIFIKASI] “Fatwa Haram Pemasangan Bendera RI di Masjid”,"Agustus 16, 2017",https://turnbackhoax.id/2017/08/16/klarifikasi-fatwa-haram-pemasangan-bendera-ri-di-masjid/
[HOAX] GARAM PALSU YANG TERNYATA SERPIHAN KACA,"Agustus 14, 2017",https://turnbackhoax.id/2017/08/14/hoax-garam-palsu-yang-ternyata-serpihan-kaca/
[DISINFORMASI] JARI TANGAN PRIA MENGHITAM SETELAH MEMBAKAR AL-QURAN,"Agustus 14, 2017",https://turnbackhoax.id/2017/08/14/disinformasi-jari-tangan-pria-menghitam-setelah-membakar-al-quran/
[HOAX] “Sekolah pengkaderan misionaris yang disponsori oleh AQUA”,"Agustus 12, 2017",https://turnbackhoax.id/2017/08/12/hoax-sekolah-pengkaderan-misionaris-yang-disponsori-oleh-aqua/
[HOAX] SETYA NOVANTO AKAN BACAKAN TEKS PROKLAMASI,"Agustus 12, 2017",https://turnbackhoax.id/2017/08/12/hoax-setya-novanto-akan-bacakan-teks-proklamasi/
"[HOAX] RS Gatot Subroto Jkt, sdh mulai ada pengobatan tumor ganas/ kanker CELL CURE","Agustus 12, 2017",https://turnbackhoax.id/2017/08/12/hoax-rs-gatot-subroto-jkt-sdh-mulai-ada-pengobatan-tumor-ganas-kanker-cell-cure/
[ISU] NAJWA SHIHAB JADI MENTERI SOSIAL,"Agustus 12, 2017",https://turnbackhoax.id/2017/08/12/isu-najwa-shihab-jadi-menteri-sosial/
(HOAX) Azab Pada Yahudi di Israel,"Agustus 3, 2017",https://turnbackhoax.id/2017/08/03/hoax-azab-pada-yahudi-di-israel/
(HOAX) Ahok Masih Berkeliaran Pasca Putusan Pengadilan,"Agustus 3, 2017",https://turnbackhoax.id/2017/08/03/hoax-ahok-masih-berkeliaran-pasca-putusan-pengadilan/
(HOAX+HASUT) Pemerintah Indonesia Mengundang SNSD Untuk Hut RI,"Juli 31, 2017",https://turnbackhoax.id/2017/07/31/hoaxhasut-pemerintah-indonesia-mengundang-snsd-untuk-hut-ri/
(FITNAH) Pengusiran Petani oleh Pasukan Barakuda,"Juli 31, 2017",https://turnbackhoax.id/2017/07/31/fitnah-pengusiran-petani-oleh-pasukan-barakuda/
[HOAX] Foto Beserta Video Pesawat Tempur dan Rudal Israel Yang Diarahkan Ke Palestina dan Masjid Al-Aqsa,"Juli 24, 2017",https://turnbackhoax.id/2017/07/24/hoax-foto-beserta-video-pesawat-tempur-dan-rudal-israel-yang-diarahkan-ke-palestina-dan-masjid-al-aqsa/
(HOAX) Big Data Cyber Security Indonesia sudah terpasang,"Juli 23, 2017",https://turnbackhoax.id/2017/07/23/hoax-big-data-cyber-security-indonesia-sudah-terpasang/
[HOAX] Pakar IT No.1 Dubai Mengatakan Chat Habieb Rizieq Shihab-FIRZA 100% Palsu (Fake),"Juli 20, 2017",https://turnbackhoax.id/2017/07/20/hoax-pakar-it-no-1-dubai-mengatakan-chat-habieb-rizieq-shihab-firza-100-palsu-fake/
"[EDUKASI, BERITA] Rangkuman 40 Berita Hoax Kesehatan Terbanyak","Juli 19, 2017",https://turnbackhoax.id/2017/07/19/edukasi-berita-rangkuman-40-berita-hoax-kesehatan-terbanyak/
[HOAX] Judul Berita Liputan6 ‘Cerita Megawati Pertama Kali Bertemu Pendiri NU’,"Juli 18, 2017",https://turnbackhoax.id/2017/07/18/hoax-judul-berita-liputan6-cerita-megawati-pertama-kali-bertemu-pendiri-nu/
[DISINFORMASI] Uang Rupiah Baru Bertandatangan Menteri Keuangan,"Juli 18, 2017",https://turnbackhoax.id/2017/07/18/disinformasi-uang-rupiah-baru-bertandatangan-menteri-keuangan/
[DISINFORMASI] Tusuk Gigi Sebarkan HIV AIDS,"Juli 18, 2017",https://turnbackhoax.id/2017/07/18/disinformasi-tusuk-gigi-sebarkan-hiv-aids/
"[HOAX] Foto Setengah Bugil, Diduga Milik Najwa Shihab","Juli 17, 2017",https://turnbackhoax.id/2017/07/17/hoax-foto-setengah-bugil-diduga-milik-najwa-shihab/
[KLARIFIKASI] Penyalahgunakan Nama CNN Indonesia Dalam Beberapa Telegram Chat,"Juli 14, 2017",https://turnbackhoax.id/2017/07/14/klarifikasi-penyalahgunakan-nama-cnn-indonesia-dalam-beberapa-telegram-chat/
"[DISINFORMASI] Irina, Istri Ahli IT Hermansyah disebut Mantan PSK","Juli 13, 2017",https://turnbackhoax.id/2017/07/13/disinformasi-irina-istri-ahli-it-hermansyah-disebut-mantan-psk/
[DISINFORMASI] Proyek Tol Semarang-Batang Robohkan 164 Masjid,"Juli 13, 2017",https://turnbackhoax.id/2017/07/13/disinformasi-proyek-tol-semarang-batang-robohkan-164-masjid/
(DISINFORMASI): Motif Pembacokan Hermansyah Karena Kasus Chat Rizieq Shihab,"Juli 12, 2017",https://turnbackhoax.id/2017/07/12/disinformasi-motif-pembacokan-hermansyah-karena-kasus-chat-rizieq-shihab/
[DISINFORMASI] Tim Olimpiade Sains Nasional Jabar Terlantar Di Riau,"Juli 10, 2017",https://turnbackhoax.id/2017/07/10/disinformasi-tim-olimpiade-sains-nasional-jabar-terlantar-di-riau/
(DISINFORMASI): Pemberian Izin Eksploitasi Emas Menggunakan Alat Berat di Banyuangi,"Juli 8, 2017",https://turnbackhoax.id/2017/07/08/disinformasi-pemberian-izin-eksploitasi-emas-menggunakan-alat-berat-di-banyuangi/
(HOAX): Nikah Gratis di Hotel Trans Bandung,"Juli 8, 2017",https://turnbackhoax.id/2017/07/08/hoax-nikah-gratis-di-hotel-trans-bandung/
(DISINFORMASI): Baliho Red Army di Kota Malang Adalah Simbol Kebangkitan PKI,"Juli 4, 2017",https://turnbackhoax.id/2017/07/04/disinformasi-baliho-red-army-di-kota-malang-adalah-simbol-kebangkitan-pki/
[FITNAH] Ajakan melakukan kekerasan kalau dilarang takbir keliling,"Juli 4, 2017",https://turnbackhoax.id/2017/07/04/fitnah-ajakan-melakukan-kekerasan-kalau-dilarang-takbir-keliling/
"(DISINFORMASI): Kiddle, Mesin Pencarian Oleh Google Untuk Anak-Anak yang Mendukung LGBT","Juli 2, 2017",https://turnbackhoax.id/2017/07/02/disinformasi-kiddle-mesin-pencarian-oleh-google-untuk-anak-anak-yang-mendukung-lgbt/
(DISINFORMASI): Putra Sulung Jokowi Dituding Sebagai Pendukung Teori Bumi Datar,"Juni 29, 2017",https://turnbackhoax.id/2017/06/29/disinformasi-putra-sulung-jokowi-dituding-sebagai-pendukung-teori-bumi-datar/
"[HOAX] Fluoride Sangat Berbahaya, Bisa Menyebabkan Kanker","Juni 28, 2017",https://turnbackhoax.id/2017/06/28/hoax-fluoride-sangat-berbahaya-bisa-menyebabkan-kanker/
"[HOAX] Quraish Syihab Jadi Khatib Sholat Ied, Masjid Istiqlal Sepi Jamaah!","Juni 26, 2017",https://turnbackhoax.id/2017/06/26/hoax-quraish-syihab-jadi-khatib-sholat-ied-masjid-istiqlal-sepi-jamaah/
[HOAX] Daun Berpaku di Madiun,"Juni 24, 2017",https://turnbackhoax.id/2017/06/24/hoax-daun-berpaku-di-madiun/
[HOAX] Takbiran Dilarang di Kota Bandung,"Juni 24, 2017",https://turnbackhoax.id/2017/06/24/hoax-takbiran-dilarang-di-kota-bandung/
[KLARIFIKASI] Polisi: Modus Pocong ‘Begal’ Hoax,"Juni 22, 2017",https://turnbackhoax.id/2017/06/22/klarifikasi-polisi-modus-pocong-begal-hoax/
[DISINFORMASI] Kebakaran di Perumahan Polda Jabar karena Membubarkan Pengajian,"Juni 20, 2017",https://turnbackhoax.id/2017/06/20/disinformasi-kebakaran-di-perumahan-polda-jabar-karena-membubarkan-pengajian/
[HOAX] GAJAH MADA BERAGAMA ISLAM,"Juni 15, 2017",https://turnbackhoax.id/2017/06/15/hoax-gajah-mada-beragama-islam/
[HOAX] JADWAL SELEKSI PENETAPAN SK CPNS,"Juni 10, 2017",https://turnbackhoax.id/2017/06/10/hoax-jadwal-seleksi-penetapan-sk-cpns/
[HOAX] TNI Masuk Masjid di Tasik Pakai Sepatu,"Juni 10, 2017",https://turnbackhoax.id/2017/06/10/hoax-tni-masuk-masjid-di-tasik-pakai-sepatu/
[HOAX] AFI NIHAYA FARADISA LAKUKAN PLAGIAT,"Juni 9, 2017",https://turnbackhoax.id/2017/06/09/hoax-afi-nihaya-faradisa-lakukan-plagiat/
[HOAX] SHAH RUKH KHAN MENINGGAL DUNIA,"Juni 5, 2017",https://turnbackhoax.id/2017/06/05/hoax-shah-rukh-khan-meninggal-dunia/
[HOAX] Amien Rais: “Uang Korupsi Yang Saya Terima Hanya 600 Juta”,"Juni 4, 2017",https://turnbackhoax.id/2017/06/04/hoax-amien-rais-uang-korupsi-yang-saya-terima-hanya-600-juta/
"(FITNAH+HOAX) Harry Sufehmi, Otak Di Belakang Munculnya Afi Inayah","Juni 3, 2017",https://turnbackhoax.id/2017/06/03/fitnahhoax-harry-sufehmi-otak-di-belakang-munculnya-afi-inayah/
(DISINFORMASI+FRAMING) Telkomsel Memiliki Bukti Percakapan Whatsapp Habib Rizieq dengan Firza Husein,"Juni 2, 2017",https://turnbackhoax.id/2017/06/02/disinformasiframing-telkomsel-memiliki-bukti-percakapan-whatsapp-habib-rizieq-dengan-firza-husein/
(FRAMING) Pernyataan Afi Inayah Perihal Kitab Suci,"Mei 31, 2017",https://turnbackhoax.id/2017/05/31/framing-pernyataan-afi-inayah-perihal-kitab-suci/
(DISINFORMASI) Pemukulan Imam Salat Tarawih Oleh Polisi,"Mei 29, 2017",https://turnbackhoax.id/2017/05/29/disinformasi-pemukulan-imam-salat-tarawih-oleh-polisi/
(HOAX) Pembegal dan Penjambret Akan Balas Dendam,"Mei 29, 2017",https://turnbackhoax.id/2017/05/29/hoax-pembegal-dan-penjambret-akan-balas-dendam/
(MISINFORMASI) Pemaknaan UUD1945 Pasal 30 Sebagai Dasar Hukum Warga Negara Andil dalam Keamanan Negara,"Mei 29, 2017",https://turnbackhoax.id/2017/05/29/misinformasi-pemaknaan-uud1945-pasal-30-sebagai-dasar-hukum-warga-negara-andil-dalam-keamanan-negara/
(HOAX) Lowongan Pekerjaan di PT Badak LNG,"Mei 28, 2017",https://turnbackhoax.id/2017/05/28/hoax-lowongan-pekerjaan-di-pt-badak-lng/
"[KLARIFIKASI] Zara Zettira : Semua Pemilik Akses Ke sistem IT KPU, Legal atau Ilegal, Akan Sangat Mempengaruhi Siapa Yang Akan Terpilih Menjadi Presiden RI 2014","Mei 27, 2017",https://turnbackhoax.id/2017/05/27/klarifikasi-zara-zettirzara-zettira-semua-pemilik-akses-ke-sistem-it-kpu-legal-atau-ilegal-akan-sangat-mempengaruhi-siapa-yang-akan-terpilih-menjadi-presiden-ri-2014/
[KLARIFIKASI] Pengacara Hotman Paris Hutapea Jadi Kuasa Hukum Habib Rizieq Shihab,"Mei 26, 2017",https://turnbackhoax.id/2017/05/26/klarifikasi-pengacara-hotman-paris-hutapea-jadi-kuasa-hukum-habib-rizieq-shihab/
[KLARIFIKASI] Pemilik Akun Warung Indomie Abang Adek lontarkan Komentar Rasis dan Mensyukuri Bom Kampung Melayu,"Mei 25, 2017",https://turnbackhoax.id/2017/05/25/klarifikasi-pemilik-akun-warung-indomie-abang-adek-lontarkan-komentar-rasis-dan-mensyukuri-bom-kampung-melayu/
[HOAX] Pelaku Bom Kampung Melayu adalah Anggota Polisi,"Mei 25, 2017",https://turnbackhoax.id/2017/05/25/6397/
[KLARIFIKASI] KTP Pelaku Bom Kampung Melayu,"Mei 25, 2017",https://turnbackhoax.id/2017/05/25/klarifikasi-ktp-pelaku-bom-kampung-melayu/
[DISINFORMASI] Penangkapan Gengster di Jatiwaringin dan Lenteng Agung Disebut Tanpa Peran Polisi,"Mei 24, 2017",https://turnbackhoax.id/2017/05/24/disinformasi-penangkapan-gengster-di-jatiwaringin-dan-lenteng-agung-disebut-tanpa-peran-polisi/
[DISINFORMASI] Pertemuan Suku Dayak Menuntut Gubernur Kalimantan Barat Untuk Meminta Maaf,"Mei 24, 2017",https://turnbackhoax.id/2017/05/24/disinformasi-pertemuan-suku-dayak-menuntut-gubernur-kalimantan-barat-untuk-meminta-maaf/
[KLARIFIKASI] Isu Peretasan Sub Domain Divisi Humas Polri RI,"Mei 23, 2017",https://turnbackhoax.id/2017/05/23/klarifikasi-isu-peretasan-sub-domain-divisi-humas-polri-ri/
(FITNAH): Kemendagri Cabut Perda Minuman Keras,"Mei 21, 2017",https://turnbackhoax.id/2017/05/21/fitnah-kemendagri-cabut-perda-minuman-keras/
(DISINFORMASI): Polemik IP address server baladacintarizieq.com,"Mei 20, 2017",https://turnbackhoax.id/2017/05/20/disinformasi-polemik-ip-address-server-baladacintarizieq-com/
(EDUKASI): Momentum Kebangkitan Nasional,"Mei 19, 2017",https://turnbackhoax.id/2017/05/19/edukasi-momentum-kebangkitan-nasional/
(HOAX): Red Notice Interpol Untuk Penangkapan Rizieq Shihab,"Mei 19, 2017",https://turnbackhoax.id/2017/05/19/hoax-red-notice-interpol-untuk-penangkapan-rizieq-shihab/
(MISINFORMASI): BIN Keluarkan Surat Edaran Larang Bercelana Cingkrang dan Berjenggot Bagi Karyawannya,"Mei 18, 2017",https://turnbackhoax.id/2017/05/18/misinformasi-bin-keluarkan-surat-edaran-larang-bercelana-cingkrang-dan-berjenggot-bagi-karyawannya/
[DISINFORMASI] Admin Grup Whatsapp Dihukum Penjara,"Mei 17, 2017",https://turnbackhoax.id/2017/05/17/disinformasi-admin-grup-whatsapp-dihukum-penjara/
[KLARIFIKASI] Akun Nicholas Sean Tjahaja Purnama (@nspurnamaofficial) Merupakan Akun Palsu,"Mei 16, 2017",https://turnbackhoax.id/2017/05/16/klarifikasi-akun-nicholas-sean-tjahaja-purnama-nspurnamaofficial-merupakan-akun-palsu/
(HOAX): Gambar DPO Palsu Bergambar Rizieq Shihab,"Mei 16, 2017",https://turnbackhoax.id/2017/05/16/hoax-gambar-dpo-palsu-bergambar-rizieq-shihab/
[HOAX] Gubernur Sulsel Mendukung Gerakan Matikan 1000 Lilin,"Mei 15, 2017",https://turnbackhoax.id/2017/05/15/hoax-gubernur-sulsel-mendukung-gerakan-matikan-1000-lilin/
[DISINFORMASI] Para Santri Solo Pawai Obor untuk lawan yg pawai lilin..!!! ALLAHU AKBAR…!!!,"Mei 14, 2017",https://turnbackhoax.id/2017/05/14/disinformasi-para-santri-solo-pawai-obor-untuk-lawan-yg-pawai-lilin-allahu-akbar/
[HOAX] J Kristiadi Buat Surat Terbuka kepad Jusuf Kalla Terkait Pengusaha Keturunan Tionghoa,"Mei 14, 2017",https://turnbackhoax.id/2017/05/14/hoax-j-kristiadi-buat-surat-terbuka-kepad-jusuf-kalla-terkait-pengusaha-keturunan-tionghoa/
(HOAX): Klaim Azzam Mujahid Izzulhaq : “Masing-masing Negara Hampir Seluruhnya Memiliki Pasal Penistaan Agama/Religious Blasphemy,"Mei 12, 2017",https://turnbackhoax.id/2017/05/12/hoax-klaim-azzam-mujahid-izzulhaq-masing-masing-negara-hampir-seluruhnya-memiliki-pasal-penistaan-agama-religious-blasphemy/
[HOAX] Konser Anies – Sandi No 3 Menang Telak,"Mei 12, 2017",https://turnbackhoax.id/2017/05/12/hoax-konser-anies-sandi-no-3-menang-telak/
[DISINFORMASI] Penemu Listrik Naufal Rizky Tidak Dipedulikan Jokowi,"Mei 12, 2017",https://turnbackhoax.id/2017/05/12/disinformasi-penemu-listrik-naufal-rizky-tidak-dipedulikan-jokowi/
[HOAX] FASILITAS RUANG TAHANAN AHOK BAK BINTANG LIMA,"Mei 11, 2017",https://turnbackhoax.id/2017/05/11/hoax-fasilitas-ruang-tahanan-ahok-bak-bintang-lima/
"[FITNAH] Jonru : proses pembubaran HTI cacat hukum, dibubarkan hanya lewat pidato Menteri.","Mei 10, 2017",https://turnbackhoax.id/2017/05/10/fitnah-jonru-proses-pembubaran-hti-cacat-hukum-dibubarkan-hanya-lewat-pidato-menteri/
[HOAX] EMPAT ANGGOTA FPI LAKUKAN PENCURIAN DI JAKARTA,"Mei 8, 2017",https://turnbackhoax.id/2017/05/08/hoax-empat-anggota-fpi-lakukan-pencurian-di-jakarta/
[HOAX] SALJU JATUH DIJALAN SUDIRMAN,"Mei 7, 2017",https://turnbackhoax.id/2017/05/07/hoax-salju-jatuh-dijalan-sudirman/
[HOAX] ISIS SEBAR AIDS DI JOGJA,"Mei 6, 2017",https://turnbackhoax.id/2017/05/06/hoax-isis-sebar-aids-di-jogja/
[HOAX] Mahfud MD : “khawatir angket KPK berujung pada pemakzulan Jokowi”,"Mei 3, 2017",https://turnbackhoax.id/2017/05/03/hoax-mahfud-md-khawatir-angket-kpk-berujung-pada-pemakzulan-jokowi/
[HOAX] MOTOR TERBAKAR KARENA HP DIDALAM JOK,"Mei 2, 2017",https://turnbackhoax.id/2017/05/02/hoax-motor-terbakar-karena-hp-didalam-jok/
[HOAX] Foto Fadli Zon Dengan Alm Suhardi,"Mei 2, 2017",https://turnbackhoax.id/2017/05/02/hoax-foto-fadli-zon-dengan-alm-suhardi/
(HOAX) Suku Baduy Menuntut Ahok Dipenjara 5 Tahun,"Mei 1, 2017",https://turnbackhoax.id/2017/05/01/hoax-suku-baduy-menuntut-ahok-dipenjara-5-tahun/
(HOAX) Lucky Florist Rugi Karena Pesanan Bunga Untuk Ahok-Djarot,"April 30, 2017",https://turnbackhoax.id/2017/04/30/hoax-lucky-florist-rugi-karena-pesanan-bunga-untuk-ahok-djarot/
(HOAX) Foto Tangkapan Layar Berita Munarman Dengan Narasi Provokatif,"April 29, 2017",https://turnbackhoax.id/2017/04/29/hoax-foto-tangkapan-layar-berita-munarman-dengan-narasi-provokatif/
(HOAX) PT DI Dijual Ke China,"April 28, 2017",https://turnbackhoax.id/2017/04/28/hoax-pt-di-dijual-ke-china/
(HOAX) Jusuf Kalla Minta Jangan Beri Bunga Kepada Anies Sandi,"April 28, 2017",https://turnbackhoax.id/2017/04/28/hoax-jusuf-kalla-minta-jangan-beri-bunga-kepada-anies-sandi/
(DISINFORMASI) Tidak Ada Organisasi Asosiasi Pengusaha Indonesia Taiwan (APIT),"April 28, 2017",https://turnbackhoax.id/2017/04/28/disinformasi-tidak-ada-organisasi-asosiasi-pengusaha-indonesia-taiwan-apit/
(HOAX) Ahok Diminta Menjadi Walikota Berlin,"April 27, 2017",https://turnbackhoax.id/2017/04/27/hoax-ahok-diminta-menjadi-walikota-berlin/
(FITNAH) Tangkapan Layar Ponsel Ahok yang Diretas,"April 26, 2017",https://turnbackhoax.id/2017/04/26/fitnah-tangkapan-layar-ponsel-ahok-yang-diretas/
(FITNAH) Ulama Bermain Video Mesum,"April 26, 2017",https://turnbackhoax.id/2017/04/26/fitnah-ulama-bermain-video-mesum/
(HOAX) Pesan Berantai Lowongan Pekerjaan Sebagai Guru Baca Tulis Al Quran,"April 26, 2017",https://turnbackhoax.id/2017/04/26/hoax-pesan-berantai-lowongan-pekerjaan-sebagai-guru-baca-tulis-al-quran/
[DISINFORMASI] Foto Pemandangan Kota Damaskus Suriah,"April 25, 2017",https://turnbackhoax.id/2017/04/25/disinformasi-foto-pemandangan-kota-damaskus-suriah/
[EDUKASI] Ini Penyebab Upaya Mengatasi Hoax akan Jadi Sia-sia,"April 25, 2017",https://turnbackhoax.id/2017/04/25/edukasi-ini-penyebab-upaya-mengatasi-hoax-akan-jadi-sia-sia/
[DISINFORMASI] Judul Berita Media Asing Yang Menghina Jokowi,"April 24, 2017",https://turnbackhoax.id/2017/04/24/disinformasi-judul-berita-media-asing-yang-menghina-jokowi/
[HOAX] Acara International Khilafah Forum 1438 H,"April 23, 2017",https://turnbackhoax.id/2017/04/23/hoax-acara-international-khilafah-forum-1438-h/
[DISINFORMASI] Video Jokowi Diolok-Olok Di Arab Saudi,"April 23, 2017",https://turnbackhoax.id/2017/04/23/disinformasi-video-jokowi-diolok-olok-di-arab-saudi/
